x,y,z
-118.1382,33.89435,1.0
-118.1446,33.7866,1.0
-118.3498,34.20756,1.0
-118.1849,33.8567,0.0
-118.52443,34.167438,1.0
-118.4581,33.99534,1.0
-118.4361,34.10906,0.0
-118.355228,34.08227,1.0
-118.4125,34.43091,1.0
-118.1454,33.86413,1.0
-118.0911,33.91077,1.0
-118.2376,34.14982,0.0
-118.3525,34.06725,0.0
-118.2996,33.81094,0.0
-118.1995,34.07259,1.0
-117.9764,34.13843,0.0
-118.028792,34.07943,0.0
-118.1195,34.69444,0.0
-118.2987,34.0142,1.0
-118.116,33.85966,0.0
-118.3103,33.9329,1.0
-118.0481,33.95026,0.0
-118.1382,33.91067,0.0
-118.5633,34.22178,1.0
-118.1424,33.84215,1.0
-118.288945,33.71511,1.0
-118.3642,33.87747,1.0
-118.3504,34.06612,1.0
-118.079915,34.106827,1.0
-118.1128,33.8403,0.0
-118.028509,34.080217,1.0
-118.43894,33.956435,1.0
-118.2296,33.95332,1.0
-118.1352,34.06144,0.0
-118.2472,33.94893,0.0
-118.1882,34.11026,0.0
-118.0316,34.07541,1.0
-118.464,34.23195,0.0
-118.3994,34.15044,0.0
-117.902939,34.082645,0.0
-118.340753,33.9826,0.0
-118.903,34.17932,1.0
-117.9883,34.1576,1.0
-118.1407,34.57735,1.0
-118.3503,33.92976,0.0
-118.3959,33.86772,0.0
-118.4329,34.22951,0.0
-118.2982,33.94117,1.0
-118.4192,34.18338,1.0
-118.254211,34.085641,1.0
-118.3467,34.05723,0.0
-118.3613,33.94189,0.0
-118.3236,34.16369,1.0
-117.9789,33.91516,1.0
-118.106561,34.570867,0.0
-118.2518,34.05227,0.0
-118.434176,34.273212,0.0
-118.3497,33.97412,0.0
-118.261861,33.813105,1.0
-118.3317,34.03116,1.0
-118.0672,33.90081,1.0
-118.5905,34.17925,0.0
-118.1756,33.77163,1.0
-118.5543,34.37953,1.0
-118.1505,34.02547,1.0
-118.3868,34.2049,1.0
-118.3519,34.2222,0.0
-117.9619,34.57246,0.0
-118.042,34.11117,0.0
-118.2693,33.88882,1.0
-118.4486,34.15427,0.0
-118.1417,33.86641,1.0
-118.2861,33.82097,0.0
-118.3722,34.16401,0.0
-118.6137,34.22055,0.0
-118.8116,34.1379,0.0
-118.0182,33.90834,1.0
-118.3396,33.90612,0.0
-118.7447,34.15263,1.0
-118.5338,34.20505,0.0
-117.791,34.04921,1.0
-118.188,33.78092,1.0
-118.294856,34.172956,0.0
-118.1315,33.84585,0.0
-118.1193,33.92418,1.0
-118.5847,34.21484,0.0
-118.006751,34.121959,0.0
-118.2314,33.927334,1.0
-118.4155,34.18231,1.0
-118.2462,34.66008,1.0
-118.2748,33.92127,0.0
-117.7384,34.0364,1.0
-118.416,34.30398,0.0
-117.964994,34.093422,1.0
-118.328,33.98262,1.0
-118.133363,33.817449,1.0
-118.3566,33.87562,1.0
-118.383122,33.823943,1.0
-118.2605,33.8707,0.0
-118.1632,33.77162,1.0
-118.1711,33.97424,1.0
-118.5787,34.19284,0.0
-117.846396,34.019364,1.0
-117.953927,34.103337,1.0
-118.2027,34.10632,0.0
-118.1931,34.16975,1.0
-118.3005,34.10234,1.0
-118.3343,34.09277,0.0
-118.2966,33.97467,1.0
-118.186,33.85544,0.0
-118.085861,33.955342,1.0
-118.204629,33.982951,0.0
-118.2738,33.95781,0.0
-118.4806,34.03669,1.0
-118.3407,34.08226,1.0
-118.385185,33.980371,0.0
-118.1305,34.10438,1.0
-118.3159,33.97863,1.0
-118.547718,34.235486,0.0
-118.0453,34.04178,1.0
-118.308262,33.896713,0.0
-118.3367,34.16432,1.0
-118.342305,34.022966,0.0
-118.6137,34.20888,1.0
-118.089512,33.97105,1.0
-118.335587,34.202785,0.0
-118.2093,33.94653,1.0
-117.9164,34.01239,0.0
-118.0515,34.09776,1.0
-118.113481,34.178615,1.0
-118.7086,34.03428,0.0
-118.2079,33.81476,1.0
-118.6058,34.21025,1.0
-118.1511,33.85396,1.0
-118.377212,34.089341,1.0
-118.0005,34.1528,0.0
-118.155021,34.514882,1.0
-118.28813,33.967891,1.0
-118.1508,34.01457,0.0
-118.1875,33.90773,0.0
-118.2072,33.87585,0.0
-117.991443,33.946456,1.0
-118.0525,33.85703,1.0
-118.2492,34.04246,0.0
-118.782931,34.15063,0.0
-118.3473,34.15157,0.0
-118.6523,34.1395,1.0
-118.2903,33.8252,1.0
-118.3047,33.89845,0.0
-118.1523,34.18235,1.0
-118.1909,33.81327,1.0
-118.1123,34.65683,0.0
-118.3213,34.01908,0.0
-118.243,33.85652,1.0
-118.1573,34.18915,1.0
-117.758,34.07619,1.0
-118.5492,34.18256,0.0
-118.3572,34.16491,1.0
-118.53591,34.047071,1.0
-118.1617,33.83792,0.0
-118.338,33.90077,0.0
-118.383,34.08873,1.0
-118.180669,33.79712,0.0
-118.2714,33.9066,1.0
-118.2892,33.81537,1.0
-118.1477,33.75906,1.0
-118.015774,34.116861,0.0
-118.1232,33.84984,0.0
-118.25,34.14593,1.0
-118.0939,34.15937,1.0
-118.307425,33.765418,1.0
-118.426588,34.452494,0.0
-118.0772,33.99519,1.0
-117.9576,34.14159,0.0
-118.0703,33.98183,0.0
-118.392071,34.196435,0.0
-118.258626,33.8701,1.0
-118.3641,34.15773,0.0
-118.2958,34.01493,1.0
-118.3485,33.95673,0.0
-118.309836,33.970987,1.0
-118.3279,33.89136,1.0
-118.366,33.84128,1.0
-118.332,33.7474,0.0
-118.1977,34.04408,1.0
-118.373783,34.187712,0.0
-118.241697,34.139783,0.0
-118.504,34.26609,1.0
-118.4345,34.23296,0.0
-117.9602,34.06164,1.0
-118.422,34.09597,0.0
-118.1286,33.82729,1.0
-118.0562,34.53395,1.0
-118.2953,34.06863,1.0
-118.234059,34.11605,0.0
-117.8442,33.96372,1.0
-118.19035,33.984047,1.0
-117.82206,34.100625,1.0
-117.8024,34.02125,1.0
-118.2368,33.93505,1.0
-118.4524,34.41224,0.0
-118.330537,33.937662,0.0
-118.325843,34.111244,1.0
-117.8681,34.13488,0.0
-118.2158,34.22107,1.0
-117.8916,34.12484,1.0
-118.1623,33.97385,0.0
-118.291945,33.995898,1.0
-118.2133,34.09468,1.0
-118.0756,33.81842,1.0
-118.2073,34.17938,0.0
-118.3527,34.06713,1.0
-118.4137,34.15897,0.0
-117.8152,33.99262,1.0
-118.0875,33.90128,0.0
-118.3397,33.89738,1.0
-118.3298,34.17814,1.0
-118.311554,33.937275,1.0
-118.2633,34.15396,1.0
-118.375103,34.212147,1.0
-118.4895,34.41928,0.0
-118.4854,34.1422,1.0
-118.1371,34.0958,1.0
-118.288675,34.16739,0.0
-118.2555,33.786414,0.0
-118.367029,34.099717,0.0
-118.3333,34.052,1.0
-118.5231,34.4515,1.0
-118.2894,33.70867,1.0
-118.44908,34.032141,1.0
-118.350326,34.051256,0.0
-118.5757,34.38964,1.0
-118.2902,34.10845,1.0
-118.5382,34.19089,1.0
-118.1034,33.82217,0.0
-118.1661,33.90898,0.0
-118.0543,33.97056,0.0
-118.570758,34.046435,0.0
-118.241,34.15405,1.0
-117.8269,34.08603,1.0
-118.1392,33.84306,1.0
-118.293643,34.007086,0.0
-118.2011,33.98696,1.0
-118.1192,34.17181,0.0
-118.349,33.91204,1.0
-118.4934,34.03547,1.0
-117.8415,34.14896,1.0
-117.982372,34.008977,1.0
-118.265014,33.944583,1.0
-118.4276,33.97279,0.0
-118.1783,33.76584,1.0
-118.300453,34.100518,1.0
-118.5378,34.05023,1.0
-118.2892,33.97065,1.0
-118.3572,34.16491,1.0
-118.4002,34.20648,1.0
-118.192302,33.792096,0.0
-118.372498,34.1692,1.0
-118.666519,34.183546,1.0
-118.1542,34.69392,1.0
-118.4009,34.13705,1.0
-118.4744,34.0031,1.0
-118.373332,34.193865,1.0
-117.980274,34.054743,1.0
-118.3978,33.99842,1.0
-118.182,33.86371,1.0
-118.2918,34.11302,0.0
-117.914,34.14622,1.0
-118.1352,34.57585,0.0
-118.1289,33.8166,1.0
-117.9819,34.08866,1.0
-118.2437,33.84802,1.0
-118.376,34.03498,1.0
-118.395,34.03059,0.0
-117.7367,34.07098,0.0
-118.6049,34.25844,0.0
-118.241347,33.857681,1.0
-118.233897,34.047165,0.0
-118.3472,34.02918,1.0
-118.4047,33.89476,1.0
-117.897604,34.067124,0.0
-118.3968,33.96919,0.0
-118.1051,34.00554,1.0
-118.1906,34.1148,0.0
-118.3166,33.96647,0.0
-118.182,34.1135,0.0
-118.1935,33.93636,1.0
-118.2155,34.21443,0.0
-118.4582,34.04059,1.0
-117.7574,34.11796,0.0
-118.335547,33.9862,1.0
-117.7144,34.13115,0.0
-118.536011,34.238232000000004,1.0
-118.4031,33.77718,1.0
-118.324,33.80074,0.0
-118.1891,33.90816,0.0
-118.5099,34.19395,0.0
-118.6244,34.15707,0.0
-118.2994,34.10529,0.0
-118.386,34.18004,0.0
-118.513909,34.447982,1.0
-118.3441,34.00001,0.0
-118.1919,34.16888,1.0
-118.3275,34.20291,1.0
-118.4026,33.96775,1.0
-118.606427,34.164245,1.0
-117.9766,34.08165,1.0
-117.7245,34.10562,0.0
-118.4524,34.41654,1.0
-117.8209,34.09935,1.0
-118.1259,34.02422,1.0
-118.1253,34.01058,1.0
-117.8079,34.11159,1.0
-118.221,33.88262,0.0
-118.2713,33.81324,1.0
-118.270821,33.922586,0.0
-118.449594,34.023585,0.0
-117.7595,34.03676,0.0
-118.283063,33.831478,1.0
-118.3142,33.77964,1.0
-118.2875,34.10876,0.0
-118.2514,34.08288,0.0
-117.9014,34.07379,1.0
-117.919296,34.027473,0.0
-118.1389,33.79244,1.0
-118.1656,34.08627,1.0
-118.5827,34.21592,1.0
-118.3867,33.77718,0.0
-118.18226,34.091588,1.0
-117.881491,34.107942,1.0
-118.1985,33.905,1.0
-118.4577,34.00384,1.0
-118.0994,33.78555,0.0
-118.2776,34.10684,0.0
-118.265233,33.938202,1.0
-118.15811,34.006878,1.0
-118.031106,34.122538,0.0
-118.3827,33.75719,0.0
-118.5235,34.18816,1.0
-118.1453,33.79199,1.0
-118.250264,34.090782,1.0
-118.6063,34.16957,0.0
-117.9203,34.05764,1.0
-118.4935,34.43442,0.0
-117.896625,34.023925,1.0
-118.531433,34.470341,1.0
-118.263059,34.078133,1.0
-118.1463,34.01578,1.0
-118.429,34.00482,0.0
-118.192387,33.881436,1.0
-118.1924,33.79397,0.0
-118.189499,33.991316,1.0
-118.0727,33.97958,1.0
-118.318914,34.04717,1.0
-118.217548,33.950539,1.0
-118.552092,34.286952,1.0
-118.562261,34.46777,1.0
-118.0959,34.55498,1.0
-118.282647,34.045055,0.0
-118.055,34.16017,0.0
-117.8313,34.03522,1.0
-118.464636,34.311752,0.0
-118.0313,34.08018,1.0
-118.4407,34.05964,0.0
-118.395799,34.014727,1.0
-118.3123,33.81265,1.0
-118.4772,34.13897,1.0
-118.523252,34.243135,0.0
-118.2846,34.09428,1.0
-118.1578,33.78078,0.0
-118.3231,33.87441,1.0
-118.3523,34.0163,1.0
-118.2454,33.98,1.0
-118.0816,33.85186,1.0
-118.057233,34.127267,0.0
-117.7334,34.09876,0.0
-118.439,34.03195,0.0
-118.262676,34.00079,0.0
-118.5378,34.22189,0.0
-118.2654,34.13714,0.0
-118.5273,34.23095,1.0
-118.3749,33.80753,1.0
-117.9138,34.07284,1.0
-118.4826,34.43563,1.0
-118.4499,34.04809,0.0
-118.3078,33.95776,1.0
-118.300744,33.942393,0.0
-118.383643,34.080419,1.0
-118.4423,34.04834,0.0
-117.870362,34.073035,1.0
-118.1836,34.04863,0.0
-118.2452,34.04226,0.0
-118.556226,34.21554,0.0
-118.162807,33.888958,0.0
-118.2705,34.02162,1.0
-118.1896,34.60763,1.0
-117.8064,34.09666,0.0
-118.486557,34.193976,1.0
-118.27767,33.773242,0.0
-118.3058,34.1828,0.0
-118.29026,33.844059,0.0
-118.2965,33.87662,1.0
-118.1245,33.83415,0.0
-118.3514,34.15909,1.0
-118.2121,33.96855,0.0
-117.7351,34.02567,0.0
-118.375501,34.120382,1.0
-118.311,33.78268,1.0
-118.069355,33.863158,1.0
-117.8004,34.10067,1.0
-118.267221,33.782855,0.0
-118.3886,33.84181,1.0
-118.5777,34.38984,1.0
-118.5083,34.42042,1.0
-118.3554,34.08542,0.0
-118.3636,34.18718,1.0
-118.2537,34.04289,0.0
-118.2246,33.97002,1.0
-118.6035,34.14977,0.0
-118.187069,34.10725,0.0
-118.2903,33.89959,1.0
-118.1629,33.76808,1.0
-118.285107,34.263878,0.0
-117.803038,33.995239,1.0
-118.3828,33.78684,1.0
-118.761469,34.153453,1.0
-118.1666,33.76981,1.0
-118.2006,34.13741,1.0
-118.11632,33.908508,1.0
-118.370302,34.083156,0.0
-118.383696,34.17121,1.0
-118.5149,34.03367,0.0
-118.1967,33.93132,0.0
-118.181,34.65341,1.0
-118.0276,34.52641,1.0
-118.3324,33.89137,0.0
-118.3894,33.83424,1.0
-118.1514,34.02276,0.0
-118.5619,34.29296,1.0
-118.3935,34.07717,1.0
-118.3308,33.86488,1.0
-118.255037,33.851576,1.0
-118.5011,34.28344,1.0
-118.3245,34.09189,0.0
-117.9048,34.13786,1.0
-118.1242,34.04546,1.0
-117.83662699999999,34.069953,1.0
-118.058,34.1657,0.0
-118.3622,34.03068,1.0
-118.3199,33.81403,1.0
-118.5917,34.40784,1.0
-118.3049,33.98053,1.0
-118.1619,33.83642,1.0
-118.3035,34.02379,1.0
-117.8134,34.01615,1.0
-118.4308,34.01803,1.0
-118.1072,34.06622,0.0
-118.0418,34.08711,1.0
-118.319015,33.76393,1.0
-118.3772,33.96407,1.0
-118.3574,34.04171,1.0
-118.2526,33.83171,0.0
-118.2326,33.89756,0.0
-118.4963,34.03014,1.0
-118.369428,34.062336,1.0
-118.1428,34.18927,0.0
-118.146724,33.888269,0.0
-118.1353,34.19133,1.0
-118.2955,33.89054,0.0
-118.1451,34.14229,1.0
-118.2453,34.11888,0.0
-117.9539,34.0549,0.0
-118.4616,33.99632,0.0
-118.2296,34.14148,1.0
-118.311175,33.72591,1.0
-118.2746,33.78574,0.0
-118.1757,33.96212,1.0
-118.161,34.03601,0.0
-118.0234,34.13583,0.0
-118.4799,34.20383,1.0
-118.3636,34.19273,0.0
-118.1755,33.97839,0.0
-118.295719,34.051643,1.0
-117.9878,34.07666,1.0
-118.4038,33.89502,1.0
-118.2685,34.10215,1.0
-117.8691,34.01385,0.0
-118.1708,33.79805,0.0
-117.8083,34.12325,1.0
-118.223095,33.887529,0.0
-118.2959,33.95905,1.0
-118.3825,33.98697,1.0
-117.8639,34.04754,0.0
-118.3386,33.7572,1.0
-117.7881,34.06396,0.0
-118.1924,33.86499,1.0
-118.4391,33.95699,1.0
-118.3791,34.15104,0.0
-117.746414,34.108331,0.0
-118.300364,34.082201,1.0
